log_time,breath_rate
2026-04-28 07:34:05,12.0
2026-04-28 07:34:06,12.5
2026-04-28 07:34:07,8.0
2026-04-28 07:34:08,8.1875
2026-04-28 07:34:09,8.375
2026-04-28 07:34:10,8.5625
2026-04-28 07:34:11,8.8125
2026-04-28 07:34:12,9.0
2026-04-28 07:34:13,14.5
2026-04-28 07:34:14,19.0
2026-04-28 07:34:15,23.5
2026-04-28 07:34:16,25.5
2026-04-28 07:34:17,27.0
2026-04-28 07:34:18,27.5
2026-04-28 07:34:19,28.0
2026-04-28 07:34:20,28.0
2026-04-28 07:34:21,26.5
2026-04-28 07:34:22,25.0
2026-04-28 07:34:23,26.0
2026-04-28 07:34:24,25.5
2026-04-28 07:34:25,26.0
2026-04-28 07:34:26,23.5
2026-04-28 07:34:27,20.0
2026-04-28 07:34:28,18.5
2026-04-28 07:34:29,16.5
2026-04-28 07:34:30,14.0
2026-04-28 07:34:31,14.0
2026-04-28 07:34:32,14.0
2026-04-28 07:34:33,14.5
2026-04-28 07:34:34,17.0
2026-04-28 07:34:35,19.0
2026-04-28 07:34:36,20.5
2026-04-28 07:34:37,21.0
2026-04-28 07:34:38,22.0
2026-04-28 07:34:39,23.0
2026-04-28 07:34:40,23.0
2026-04-28 07:34:41,23.0
2026-04-28 07:34:42,21.5
2026-04-28 07:34:43,22.0
2026-04-28 07:34:44,20.5
2026-04-28 07:34:45,13.0
2026-04-28 07:34:46,9.0
2026-04-28 07:34:47,9.0
2026-04-28 07:34:48,9.0
2026-04-28 07:34:49,9.0
2026-04-28 07:34:50,9.0
2026-04-28 07:34:51,9.0
2026-04-28 07:34:52,15.0
2026-04-28 07:34:53,13.5
2026-04-28 07:34:54,14.0
2026-04-28 07:34:55,15.5
2026-04-28 07:34:56,16.0
2026-04-28 07:34:57,17.0
2026-04-28 07:34:58,17.5
2026-04-28 07:34:59,17.0
2026-04-28 07:35:00,17.5
2026-04-28 07:35:01,18.0
2026-04-28 07:35:02,18.0
2026-04-28 07:35:03,18.5
2026-04-28 07:35:04,19.0
2026-04-28 07:35:05,16.0
2026-04-28 07:35:06,9.5
2026-04-28 07:35:07,8.058823529411764
2026-04-28 07:35:08,8.147058823529411
2026-04-28 07:35:09,8.235294117647058
