log_time,breath_rate
2026-05-01 08:38:59.123059,18.0
2026-05-01 08:38:59.720988,20.0
2026-05-01 08:39:00.421480,22.0
2026-05-01 08:39:01.020924,23.0
2026-05-01 08:39:01.621076,23.0
2026-05-01 08:39:02.221010,24.0
2026-05-01 08:39:02.921075,25.0
2026-05-01 08:39:03.521308,25.0
2026-05-01 08:39:04.121423,25.0
2026-05-01 08:39:04.721040,24.0
2026-05-01 08:39:05.321066,24.0
2026-05-01 08:39:06.021030,24.0
2026-05-01 08:39:06.621211,24.0
2026-05-01 08:39:07.221282,23.0
2026-05-01 08:39:07.820944,23.0
2026-05-01 08:39:08.421274,23.0
2026-05-01 08:39:09.123403,22.0
2026-05-01 08:39:09.722524,20.0
2026-05-01 08:39:10.321068,19.0
2026-05-01 08:39:10.921732,18.0
2026-05-01 08:39:11.621216,17.0
2026-05-01 08:39:12.221573,16.0
2026-05-01 08:39:12.821043,17.0
2026-05-01 08:39:13.422287,17.0
2026-05-01 08:39:14.021929,17.0
2026-05-01 08:39:14.721187,17.0
2026-05-01 08:39:15.325263,16.0
2026-05-01 08:39:15.921029,16.0
2026-05-01 08:39:16.522214,16.0
2026-05-01 08:39:17.321100,17.0
2026-05-01 08:39:17.921984,19.0
2026-05-01 08:39:18.521534,20.0
2026-05-01 08:39:19.121519,17.0
2026-05-01 08:39:19.720923,17.0
2026-05-01 08:39:20.421148,18.0
2026-05-01 08:39:21.020873,19.0
2026-05-01 08:39:21.621302,20.0
2026-05-01 08:39:22.221957,17.0
2026-05-01 08:39:22.821295,16.0
2026-05-01 08:39:23.521204,16.0
2026-05-01 08:39:24.121678,16.0
2026-05-01 08:39:24.721150,19.0
2026-05-01 08:39:25.321031,22.0
2026-05-01 08:39:25.921103,19.0
2026-05-01 08:39:26.621058,14.0
2026-05-01 08:39:27.220939,19.0
2026-05-01 08:39:27.820902,20.0
2026-05-01 08:39:28.421133,19.0
2026-05-01 08:39:29.020943,18.857142857142858
2026-05-01 08:39:29.622989,18.714285714285715
2026-05-01 08:39:30.320927,18.571428571428573
2026-05-01 08:39:30.921094,18.428571428571427
2026-05-01 08:39:31.520962,18.285714285714285
2026-05-01 08:39:32.121839,18.142857142857142
2026-05-01 08:39:32.721287,18.0
2026-05-01 08:39:33.421244,17.833333333333332
2026-05-01 08:39:34.021135,17.666666666666668
2026-05-01 08:39:34.621594,17.5
2026-05-01 08:39:35.221517,17.333333333333332
2026-05-01 08:39:35.822510,17.166666666666668
2026-05-01 08:39:36.520992,17.0
2026-05-01 08:39:37.121057,17.0
2026-05-01 08:39:37.722786,17.0
2026-05-01 08:39:38.320918,19.0
2026-05-01 08:39:39.021191,21.0
2026-05-01 08:39:39.622168,23.0
2026-05-01 08:39:40.223589,23.0
2026-05-01 08:39:40.821539,20.0
2026-05-01 08:39:41.421111,19.0
2026-05-01 08:39:42.121166,18.0
2026-05-01 08:39:42.721011,17.833333333333332
2026-05-01 08:39:43.320895,17.666666666666668
2026-05-01 08:39:43.920936,17.5
2026-05-01 08:39:44.521084,17.333333333333332
2026-05-01 08:39:45.221072,17.166666666666668
2026-05-01 08:39:45.821142,17.0
2026-05-01 08:39:46.421070,17.0
2026-05-01 08:39:47.021250,16.0
2026-05-01 08:39:47.621056,17.0
2026-05-01 08:39:48.321024,17.0
2026-05-01 08:39:48.921848,18.0
2026-05-01 08:39:49.521087,17.0
2026-05-01 08:39:50.122034,14.0
2026-05-01 08:39:50.821172,14.0
2026-05-01 08:39:51.421080,15.0
2026-05-01 08:39:52.021147,16.0
2026-05-01 08:39:52.621173,17.0
2026-05-01 08:39:53.223220,17.0
2026-05-01 08:39:53.920906,17.0
2026-05-01 08:39:54.522959,16.0
2026-05-01 08:39:55.121306,16.0
2026-05-01 08:39:55.721251,15.0
2026-05-01 08:39:56.422684,11.0
2026-05-01 08:39:57.121280,12.0
